"id_muni2015","name_muni2015_en","name_muni2015_jp","totalpop1980","totalpop1981","totalpop1982","totalpop1983","totalpop1984","totalpop1985","totalpop1986","totalpop1987","totalpop1988","totalpop1989","totalpop1990","totalpop1991","totalpop1992","totalpop1993","totalpop1994","totalpop1995","totalpop1996","totalpop1997","totalpop1998","totalpop1999","totalpop2000","totalpop2001","totalpop2002","totalpop2003","totalpop2004","totalpop2005","totalpop2006","totalpop2007","totalpop2008","totalpop2009","totalpop2010","totalpop2011","totalpop2012","totalpop2013","totalpop2014","totalpop2015","totalpop2016","totalpop2017","totalpop2018","totalpop2019","totalpop2020","totalpop2021","totalpop2022","totalpop2023","totalpop2024","totalpop2025","totalpop2026","totalpop2027","totalpop2028","totalpop2029","totalpop2030","totalpop2031","totalpop2032","totalpop2033","totalpop2034","totalpop2035","totalpop2036","totalpop2037","totalpop2038","totalpop2039","totalpop2040","totalpop2041","totalpop2042","totalpop2043","totalpop2044","totalpop2045","totalpop2046","totalpop2047","totalpop2048","totalpop2049","totalpop2050"
15212,"Murakami-shi, Niigata","新潟県 村上市",80206,80038,79870,79702,79534,79366,78795,78224,77653,77082,76511,76327,76143,75959,75775,75591,75253,74915,74578,74240,73902,73263,72623,71984,71344,70705,69849,68994,68138,67283,66427,65630,64833,64036,63239,62442,61437,60432,59428,58423,57418,56332,55246,54159,53073,51987,51044,50100,49157,48213,47270,46369,45467,44566,43664,42763,41904,41044,40185,39325,38466,37657,36848,36040,35231,34422,33661,32899,32138,31376,30615
15213,"Tsubame-shi, Niigata","新潟県 燕市",82984,83223,83463,83702,83942,84181,84020,83859,83699,83538,83377,83512,83647,83781,83916,84051,84100,84149,84199,84248,84297,84091,83886,83680,83475,83269,82990,82712,82433,82155,81876,81458,81039,80621,80202,79784,79267,78751,78234,77718,77201,76548,75895,75243,74590,73937,73202,72467,71733,70998,70263,69482,68701,67921,67140,66359,65556,64752,63949,63145,62342,61526,60709,59893,59076,58260,57435,56610,55786,54961,54136
15216,"Itoigawa-shi, Niigata","新潟県 糸魚川市",61488,61313,61138,60962,60787,60612,59850,59088,58327,57565,56803,56398,55994,55589,55185,54780,54428,54076,53725,53373,53021,52386,51750,51115,50479,49844,49416,48987,48559,48130,47702,46994,46286,45578,44870,44162,43483,42803,42124,41444,40765,39987,39209,38431,37653,36875,36215,35556,34896,34237,33577,32960,32344,31727,31111,30494,29916,29338,28761,28183,27605,27065,26525,25986,25446,24906,24401,23896,23392,22887,22382
15217,"Myoko-shi, Niigata","新潟県 妙高市",41980,41925,41870,41814,41759,41704,41578,41451,41325,41198,41072,41006,40941,40875,40810,40744,40535,40326,40117,39908,39699,39325,38952,38578,38205,37831,37356,36881,36407,35932,35457,35005,34554,34102,33651,33199,32636,32073,31509,30946,30383,29872,29360,28849,28337,27826,27322,26817,26313,25808,25304,24820,24336,23852,23368,22884,22422,21960,21498,21036,20574,20124,19675,19225,18776,18326,17899,17472,17044,16617,16190
15218,"Gosen-shi, Niigata","新潟県 五泉市",62516,62569,62622,62675,62728,62781,62483,62184,61886,61587,61289,61102,60915,60728,60541,60354,60047,59740,59434,59127,58820,58448,58077,57705,57334,56962,56480,55997,55515,55032,54550,53921,53292,52662,52033,51404,50648,49892,49137,48381,47625,46794,45963,45133,44302,43471,42784,42097,41410,40723,40036,39339,38643,37946,37250,36553,35878,35203,34528,33853,33178,32523,31868,31214,30559,29904,29282,28660,28038,27416,26794
15222,"Joetsu-shi, Niigata","新潟県 上越市",216320,216326,216331,216337,216342,216348,215528,214708,213888,213068,212248,212210,212173,212135,212098,212060,212022,211984,211946,211908,211870,211112,210355,209597,208840,208082,207245,206409,205572,204736,203899,202517,201134,199752,198369,196987,195199,193411,191623,189835,188047,185748,183448,181149,178849,176550,174582,172614,170646,168678,166710,164763,162816,160870,158923,156976,155030,153085,151139,149194,147248,145290,143331,141373,139414,137456,135496,133536,131577,129617,127657
15223,"Agano-shi, Niigata","新潟県 阿賀野市",47490,47658,47827,47995,48164,48332,48359,48385,48412,48438,48465,48538,48610,48683,48755,48828,48754,48679,48605,48530,48456,48173,47891,47608,47326,47043,46746,46450,46153,45857,45560,45131,44702,44273,43844,43415,42871,42327,41784,41240,40696,40188,39681,39173,38666,38158,37628,37098,36569,36039,35509,34982,34455,33928,33401,32874,32344,31814,31285,30755,30225,29686,29147,28609,28070,27531,27003,26476,25948,25421,24893
15224,"Sado-shi, Niigata","新潟県 佐渡市",84942,84341,83741,83140,82540,81939,81163,80388,79612,78837,78061,77439,76816,76194,75571,74949,74394,73839,73283,72728,72173,71216,70258,69301,68343,67386,66454,65522,64591,63659,62727,61633,60538,59444,58349,57255,56102,54950,53797,52645,51492,50351,49209,48068,46926,45785,44847,43909,42971,42033,41095,40240,39386,38531,37677,36822,36049,35275,34502,33728,32955,32229,31503,30776,30050,29324,28653,27982,27310,26639,25968
15225,"Uonuma-shi, Niigata","新潟県 魚沼市",48482,48387,48293,48198,48104,48009,47886,47763,47640,47517,47394,47213,47032,46852,46671,46490,46269,46048,45828,45607,45386,45020,44654,44287,43921,43555,42916,42277,41639,41000,40361,39759,39157,38556,37954,37352,36778,36204,35631,35057,34483,33839,33194,32550,31905,31261,30711,30161,29610,29060,28510,27982,27454,26925,26397,25869,25356,24844,24331,23819,23306,22811,22317,21822,21328,20833,20354,19874,19395,18915,18436
15226,"Minamiuonuma-shi, Niigata","新潟県 南魚沼市",62830,63158,63487,63815,64144,64472,64691,64910,65128,65347,65566,65676,65787,65897,66008,66118,65993,65868,65742,65617,65492,65059,64627,64194,63762,63329,62988,62647,62306,61965,61624,61013,60402,59790,59179,58568,57825,57081,56338,55594,54851,54204,53557,52909,52262,51615,50965,50315,49666,49016,48366,47740,47114,46488,45862,45236,44606,43976,43345,42715,42085,41439,40793,40148,39502,38856,38214,37572,36930,36288,35646
15227,"Tainai-shi, Niigata","新潟県 胎内市",35605,35597,35590,35582,35575,35567,35557,35547,35537,35527,35517,35380,35242,35105,34967,34830,34720,34609,34499,34388,34278,33985,33692,33399,33106,32813,32535,32257,31980,31702,31424,31179,30934,30688,30443,30198,29860,29522,29185,28847,28509,28079,27649,27219,26789,26359,25982,25605,25227,24850,24473,24107,23741,23375,23009,22643,22279,21916,21552,21189,20825,20461,20097,19732,19368,19004,18655,18305,17956,17606,17257
15307,"Kitakambara-gun, Seiro-machi, Niigata","新潟県 北蒲原郡 聖籠町",12232,12242,12252,12262,12272,12282,12284,12285,12287,12288,12290,12400,12510,12620,12730,12840,12935,13029,13124,13218,13313,13350,13387,13423,13460,13497,13542,13588,13633,13679,13724,13787,13850,13914,13977,14040,14084,14128,14171,14215,14259,14185,14110,14036,13961,13887,13858,13828,13799,13769,13740,13695,13650,13606,13561,13516,13456,13396,13335,13275,13215,13144,13073,13002,12931,12860,12784,12708,12632,12556,12480
15342,"Nishikambara-gun, Yahiko-mura, Niigata","新潟県 西蒲原郡 弥彦村",7910,7962,8015,8067,8120,8172,8172,8172,8171,8171,8171,8233,8296,8358,8421,8483,8493,8504,8514,8525,8535,8537,8539,8541,8543,8545,8552,8560,8567,8575,8582,8507,8433,8358,8284,8209,8108,8007,7907,7806,7705,7623,7541,7460,7378,7296,7209,7122,7035,6948,6861,6770,6679,6588,6497,6406,6318,6230,6142,6054,5966,5872,5779,5685,5592,5498,5404,5309,5215,5120,5026
15361,"Minamikambara-gun, Tagami-machi, Niigata","新潟県 南蒲原郡 田上町",11396,11533,11671,11808,11946,12083,12219,12354,12490,12625,12761,12913,13066,13218,13371,13523,13547,13571,13595,13619,13643,13587,13531,13475,13419,13363,13249,13134,13020,12905,12791,12670,12550,12429,12309,12188,11996,11804,11611,11419,11227,11056,10886,10715,10545,10374,10198,10021,9845,9668,9492,9312,9131,8951,8770,8590,8409,8228,8047,7866,7685,7506,7327,7148,6969,6790,6622,6454,6286,6118,5950
15385,"Higashikambara-gun, Aga-machi, Niigata","新潟県 東蒲原郡 阿賀町",20280,19929,19578,19228,18877,18526,18332,18138,17945,17751,17557,17403,17249,17094,16940,16786,16591,16397,16202,16008,15813,15591,15369,15147,14925,14703,14423,14143,13863,13583,13303,12978,12654,12329,12005,11680,11337,10994,10651,10308,9965,9696,9427,9158,8889,8620,8376,8131,7887,7642,7398,7184,6969,6755,6540,6326,6137,5948,5760,5571,5382,5215,5048,4880,4713,4546,4397,4248,4100,3951,3802
15405,"Santo-gun, Izumozaki-machi, Niigata","新潟県 三島郡 出雲崎町",7048,6994,6941,6887,6834,6780,6708,6636,6565,6493,6421,6379,6338,6296,6255,6213,6133,6053,5974,5894,5814,5719,5624,5528,5433,5338,5252,5166,5079,4993,4907,4831,4755,4680,4604,4528,4445,4362,4279,4196,4113,4040,3966,3893,3819,3746,3678,3610,3542,3474,3406,3340,3274,3208,3142,3076,3013,2949,2886,2822,2759,2697,2635,2572,2510,2448,2390,2332,2274,2216,2158
15461,"Minamiuonuma-gun, Yuzawa-machi, Niigata","新潟県 南魚沼郡 湯沢町",9514,9509,9505,9500,9496,9491,9590,9689,9788,9887,9986,9910,9834,9758,9682,9606,9511,9416,9320,9225,9130,9047,8963,8880,8796,8713,8650,8586,8523,8459,8396,8326,8256,8186,8116,8046,7990,7934,7879,7823,7767,7698,7630,7561,7493,7424,7347,7270,7192,7115,7038,6960,6882,6805,6727,6649,6566,6483,6399,6316,6233,6150,6066,5983,5899,5816,5734,5653,5571,5490,5408
15482,"Nakauonuma-gun, Tsunam-machi, Niigata","新潟県 中魚沼郡 津南町",13841,13766,13690,13615,13539,13464,13362,13260,13159,13057,12955,12937,12919,12901,12883,12865,12770,12675,12579,12484,12389,12255,12121,11987,11853,11719,11551,11384,11216,11049,10881,10711,10540,10370,10199,10029,9821,9613,9405,9197,8989,8810,8632,8453,8275,8096,7937,7778,7618,7459,7300,7155,7010,6866,6721,6576,6446,6317,6187,6058,5928,5805,5682,5560,5437,5314,5194,5074,4953,4833,4713
15504,"Kariwa-gun, Kariwa-mura, Niigata","新潟県 刈羽郡 刈羽村",5346,5377,5408,5440,5471,5502,5506,5510,5514,5518,5522,5558,5594,5630,5666,5702,5567,5432,5298,5163,5028,4984,4939,4895,4850,4806,4805,4804,4802,4801,4800,4795,4790,4785,4780,4775,4696,4617,4538,4459,4380,4341,4302,4263,4224,4185,4160,4135,4110,4085,4060,4034,4007,3981,3954,3928,3900,3871,3843,3814,3786,3761,3736,3711,3686,3661,3635,3609,3584,3558,3532
15581,"Iwafune-gun, Sekikawa-mura, Niigata","新潟県 岩船郡 関川村",8638,8596,8554,8511,8469,8427,8360,8294,8227,8161,8094,8031,7969,7906,7844,7781,7727,7673,7618,7564,7510,7412,7314,7215,7117,7019,6903,6787,6670,6554,6438,6317,6196,6074,5953,5832,5694,5557,5419,5282,5144,5023,4903,4782,4662,4541,4438,4334,4231,4127,4024,3928,3832,3735,3639,3543,3454,3364,3275,3185,3096,3014,2931,2849,2766,2684,2607,2530,2454,2377,2300
15586,"Iwafune-gun, Awashimaura-mura, Niigata","新潟県 岩船郡 粟島浦村",595,581,567,554,540,526,517,507,498,488,479,478,477,476,475,474,469,464,459,454,449,447,445,442,440,438,424,409,395,380,366,367,368,368,369,370,367,363,360,356,353,343,333,323,313,303,297,292,286,281,275,269,263,257,251,245,240,234,229,223,218,215,212,208,205,202,199,197,194,192,189
16201,"Toyama-shi, Toyama","富山県 富山市",391554,393457,395360,397264,399167,401070,402644,404219,405793,407368,408942,410673,412403,414134,415864,417595,418237,418879,419520,420162,420804,420891,420978,421065,421152,421239,421382,421525,421667,421810,421953,421300,420646,419993,419339,418686,417736,416787,415837,414888,413938,410765,407593,404420,401248,398075,395943,393811,391679,389547,387415,385104,382793,380481,378170,375859,373392,370925,368458,365991,363524,360968,358411,355855,353298,350742,348239,345737,343234,340732,338229
16202,"Takaoka-shi, Toyama","富山県 高岡市",186900,187121,187342,187564,187785,188006,187979,187951,187924,187896,187869,187661,187452,187244,187035,186827,186598,186369,186140,185911,185682,184791,183901,183010,182120,181229,180195,179162,178128,177095,176061,175274,174487,173699,172912,172125,170979,169832,168686,167539,166393,165028,163663,162298,160933,159568,158054,156540,155026,153512,151998,150398,148797,147197,145596,143996,142330,140664,138999,137333,135667,133997,132327,130658,128988,127318,125708,124099,122489,120880,119270
16204,"Uozu-shi, Toyama","富山県 魚津市",49512,49575,49637,49700,49762,49825,49763,49701,49638,49576,49514,49274,49035,48795,48556,48316,48080,47844,47608,47372,47136,46975,46814,46653,46492,46331,46057,45782,45508,45233,44959,44554,44149,43745,43340,42935,42455,41975,41495,41015,40535,40069,39604,39138,38673,38207,37740,37273,36807,36340,35873,35399,34925,34451,33977,33503,33019,32536,32052,31569,31085,30608,30131,29653,29176,28699,28249,27799,27350,26900,26450
16205,"Himi-shi, Toyama","富山県 氷見市",62413,62353,62293,62232,62172,62112,61843,61574,61304,61035,60766,60370,59974,59578,59182,58786,58365,57944,57522,57101,56680,56243,55806,55369,54932,54495,53941,53387,52834,52280,51726,50979,50232,49486,48739,47992,47184,46375,45567,44758,43950,43010,42070,41129,40189,39249,38504,37758,37013,36267,35522,34795,34068,33342,32615,31888,31182,30475,29769,29062,28356,27687,27018,26350,25681,25012,24404,23796,23189,22581,21973
16206,"Namerikawa-shi, Toyama","富山県 滑川市",30744,30771,30798,30826,30853,30880,30889,30897,30906,30914,30923,31107,31290,31474,31657,31841,32145,32450,32754,33059,33363,33491,33619,33746,33874,34002,33937,33872,33806,33741,33676,33492,33308,33123,32939,32755,32674,32593,32511,32430,32349,32178,32007,31835,31664,31493,31277,31061,30844,30628,30412,30187,29962,29738,29513,29288,29051,28815,28578,28342,28105,27867,27629,27390,27152,26914,26671,26428,26185,25942,25699
16207,"Kurobe-shi, Toyama","富山県 黒部市",43096,43194,43293,43391,43490,43588,43621,43654,43688,43721,43754,43691,43628,43565,43502,43439,43368,43297,43226,43155,43084,43006,42928,42850,42772,42694,42526,42357,42189,42020,41852,41680,41508,41335,41163,40991,40720,40450,40179,39909,39638,39328,39018,38707,38397,38087,37753,37420,37086,36753,36419,36073,35728,35382,35037,34691,34335,33979,33623,33267,32911,32556,32200,31845,31489,31134,30782,30430,30077,29725,29373
16208,"Tonami-shi, Toyama","富山県 砺波市",43530,43654,43778,43902,44026,44150,44224,44298,44373,44447,44521,44800,45080,45359,45639,45918,46353,46788,47222,47657,48092,48359,48627,48894,49162,49429,49425,49421,49418,49414,49410,49328,49246,49164,49082,49000,48831,48662,48492,48323,48154,47868,47581,47295,47008,46722,46403,46083,45764,45444,45125,44795,44466,44136,43807,43477,43122,42766,42411,42055,41700,41313,40925,40538,40150,39763,39356,38950,38543,38137,37730
16209,"Oyabe-shi, Toyama","富山県 小矢部市",36497,36540,36583,36625,36668,36711,36644,36576,36509,36441,36374,36256,36138,36021,35903,35785,35553,35321,35089,34857,34625,34407,34188,33970,33751,33533,33240,32947,32653,32360,32067,31733,31400,31066,30733,30399,30116,29833,29549,29266,28983,28502,28021,27540,27059,26578,26195,25812,25428,25045,24662,24285,23907,23530,23152,22775,22393,22011,21629,21247,20865,20493,20121,19748,19376,19004,18656,18308,17959,17611,17263
16210,"Nanto-shi, Toyama","富山県 南砺市",66844,66760,66675,66591,66506,66422,66160,65898,65637,65375,65113,64683,64254,63824,63395,62965,62408,61852,61295,60739,60182,59774,59365,58957,58548,58140,57457,56774,56090,55407,54724,54045,53365,52686,52006,51327,50649,49971,49293,48615,47937,47034,46132,45229,44327,43424,42654,41883,41113,40342,39572,38833,38093,37354,36614,35875,35168,34461,33753,33046,32339,31672,31005,30338,29671,29004,28396,27788,27181,26573,25965
16211,"Imizu-shi, Toyama","富山県 射水市",91317,91802,92287,92772,93257,93742,93576,93410,93244,93078,92912,92926,92940,92953,92967,92981,93085,93190,93294,93399,93503,93644,93785,93927,94068,94209,94085,93961,93836,93712,93588,93332,93076,92820,92564,92308,91995,91682,91368,91055,90742,90208,89674,89141,88607,88073,87419,86765,86111,85457,84803,84117,83431,82744,82058,81372,80653,79934,79215,78496,77777,77043,76310,75576,74843,74109,73388,72666,71945,71223,70502
16321,"Nakaniikawa-gun, Funahashi-mura, Toyama","富山県 中新川郡 舟橋村",1360,1372,1384,1395,1407,1419,1409,1400,1390,1381,1371,1428,1486,1543,1601,1658,1757,1856,1955,2054,2153,2257,2361,2465,2569,2673,2732,2791,2849,2908,2967,2970,2973,2976,2979,2982,3012,3042,3072,3102,3132,3138,3145,3151,3158,3164,3165,3165,3166,3166,3167,3169,3171,3173,3175,3177,3176,3174,3173,3171,3170,3164,3157,3151,3144,3138,3126,3114,3101,3089,3077
16322,"Nakaniikawa-gun, Kamiichi-machi, Toyama","富山県 中新川郡 上市町",24028,24042,24057,24071,24086,24100,24014,23928,23843,23757,23671,23672,23673,23675,23676,23677,23614,23551,23488,23425,23362,23297,23233,23168,23104,23039,22824,22609,22395,22180,21965,21758,21551,21344,21137,20930,20614,20298,19983,19667,19351,19080,18808,18537,18265,17994,17715,17436,17156,16877,16598,16313,16028,15742,15457,15172,14888,14603,14319,14034,13750,13476,13202,12929,12655,12381,12124,11867,11611,11354,11097
16323,"Nakaniikawa-gun, Tateyama-machi, Toyama","富山県 中新川郡 立山町",27870,27891,27912,27932,27953,27974,27827,27679,27532,27384,27237,27278,27320,27361,27403,27444,27554,27664,27774,27884,27994,27997,28001,28004,28008,28011,27902,27793,27684,27575,27466,27236,27006,26777,26547,26317,26012,25707,25402,25097,24792,24533,24273,24014,23754,23495,23221,22948,22674,22401,22127,21847,21567,21288,21008,20728,20444,20160,19875,19591,19307,19025,18743,18461,18179,17897,17621,17345,17070,16794,16518
16342,"Shimoniikawa-gun, Nyuzem-machi, Toyama","富山県 下新川郡 入善町",29163,29241,29318,29396,29473,29551,29566,29581,29595,29610,29625,29477,29329,29182,29034,28886,28764,28642,28520,28398,28276,28222,28168,28113,28059,28005,27840,27676,27511,27347,27182,26813,26443,26074,25704,25335,25036,24737,24437,24138,23839,23398,22956,22515,22073,21632,21295,20958,20622,20285,19948,19618,19288,18959,18629,18299,17967,17634,17302,16969,16637,16319,16002,15684,15367,15049,14749,14449,14150,13850,13550
16343,"Shimoniikawa-gun, Asahi-machi, Toyama","富山県 下新川郡 朝日町",18631,18669,18706,18744,18781,18819,18569,18319,18069,17819,17569,17457,17344,17232,17119,17007,16789,16570,16352,16133,15915,15672,15429,15186,14943,14700,14490,14280,14071,13861,13651,13370,13089,12808,12527,12246,12013,11780,11547,11314,11081,10835,10589,10343,10097,9851,9633,9416,9198,8981,8763,8554,8344,8135,7925,7716,7517,7317,7118,6918,6719,6541,6362,6184,6005,5827,5666,5505,5345,5184,5023
17201,"Kanazawa-shi, Ishikawa","石川県 金沢市",417684,420243,422803,425362,427922,430481,432958,435436,437913,440391,442868,445089,447311,449532,451754,453975,454468,454960,455453,455945,456438,456072,455706,455339,454973,454607,456158,457709,459259,460810,462361,463029,463696,464364,465031,465699,465210,464721,464232,463743,463254,460648,458041,455435,452828,450222,448951,447680,446410,445139,443868,442309,440750,439192,437633,436074,434126,432177,430229,428280,426332,424138,421944,419749,417555,415361,413179,410996,408814,406631,404449
17202,"Nanao-shi, Ishikawa","石川県 七尾市",69945,69939,69933,69927,69921,69915,69670,69426,69181,68937,68692,68427,68162,67898,67633,67368,66687,66006,65325,64644,63963,63545,63126,62708,62289,61871,61077,60283,59488,58694,57900,57385,56870,56355,55840,55325,54320,53315,52310,51305,50300,49484,48668,47852,47036,46220,45424,44629,43833,43038,42242,41468,40693,39919,39144,38370,37608,36847,36085,35324,34562,33822,33082,32343,31603,30863,30179,29495,28811,28127,27443
17203,"Komatsu-shi, Ishikawa","石川県 小松市",104329,104671,105014,105356,105699,106041,106048,106055,106061,106068,106075,106453,106831,107209,107587,107965,108096,108228,108359,108491,108622,108714,108807,108899,108992,109084,108954,108824,108693,108563,108433,108130,107827,107525,107222,106919,106778,106638,106497,106357,106216,105708,105201,104693,104186,103678,103039,102400,101761,101122,100483,99804,99124,98445,97765,97086,96375,95663,94952,94240,93529,92793,92057,91322,90586,89850,89115,88380,87645,86910,86175
17204,"Wajima-shi, Ishikawa","石川県 輪島市",45115,44749,44382,44016,43649,43283,42688,42093,41499,40904,40309,39674,39039,38403,37768,37133,36613,36092,35572,35051,34531,34189,33848,33506,33165,32823,32230,31637,31044,30451,29858,29330,28801,28273,27744,27216,26694,26173,25651,25130,24608,23933,23257,22582,21906,21231,20740,20248,19757,19265,18774,18318,17861,17405,16948,16492,16066,15639,15213,14786,14360,13976,13592,13208,12824,12440,12103,11766,11428,11091,10754
17205,"Suzu-shi, Ishikawa","石川県 珠洲市",27351,27053,26755,26456,26158,25860,25382,24904,24427,23949,23471,23093,22715,22336,21958,21580,21234,20889,20543,20198,19852,19492,19131,18771,18410,18050,17700,17350,17000,16650,16300,15965,15630,15295,14960,14625,14286,13947,13607,13268,12929,12598,12267,11935,11604,11273,10978,10683,10389,10094,9799,9521,9243,8964,8686,8408,8157,7906,7655,7404,7153,6931,6709,6486,6264,6042,5850,5658,5467,5275,5083
17206,"Kaga-shi, Ishikawa","石川県 加賀市",77335,78043,78752,79460,80169,80877,80844,80812,80779,80747,80714,80638,80562,80485,80409,80333,79979,79625,79271,78917,78563,77847,77131,76414,75698,74982,74363,73744,73125,72506,71887,70947,70007,69066,68126,67186,66393,65600,64806,64013,63220,62211,61202,60193,59184,58175,57284,56392,55501,54609,53718,52826,51934,51041,50149,49257,48367,47478,46588,45699,44809,43950,43092,42233,41375,40516,39727,38938,38149,37360,36571
17207,"Hakui-shi, Ishikawa","石川県 羽咋市",28784,28785,28786,28787,28788,28789,28535,28280,28026,27771,27517,27314,27111,26908,26705,26502,26310,26118,25925,25733,25541,25336,25131,24927,24722,24517,24220,23923,23626,23329,23032,22771,22511,22250,21990,21729,21465,21200,20936,20671,20407,20025,19644,19262,18881,18499,18186,17872,17559,17245,16932,16624,16316,16009,15701,15393,15084,14776,14467,14159,13850,13561,13271,12982,12692,12403,12135,11867,11599,11331,11063
17209,"Kahoku-shi, Ishikawa","石川県 かほく市",34106,34210,34315,34419,34524,34628,34544,34460,34375,34291,34207,34310,34413,34516,34619,34722,34712,34701,34691,34680,34670,34705,34741,34776,34812,34847,34808,34769,34729,34690,34651,34565,34478,34392,34305,34219,34353,34487,34621,34755,34889,34895,34901,34906,34912,34918,34776,34635,34493,34352,34210,34044,33878,33712,33546,33380,33187,32994,32800,32607,32414,32214,32014,31813,31613,31413,31218,31023,30829,30634,30439
17210,"Hakusan-shi, Ishikawa","石川県 白山市",81286,83495,85704,87913,90122,92331,93565,94798,96032,97265,98499,99515,100531,101548,102564,103580,104259,104939,105618,106298,106977,107472,107966,108461,108955,109450,109652,109854,110055,110257,110459,110225,109990,109756,109521,109287,109511,109735,109960,110184,110408,110130,109852,109575,109297,109019,108563,108108,107652,107197,106741,106209,105677,105145,104613,104081,103470,102858,102247,101635,101024,100358,99692,99026,98360,97694,97014,96334,95653,94973,94293
17211,"Nomi-shi, Ishikawa","石川県 能美市",37253,37615,37976,38338,38699,39061,39236,39410,39585,39759,39934,40354,40774,41193,41613,42033,42642,43251,43859,44468,45077,45503,45929,46355,46781,47207,47502,47796,48091,48385,48680,48720,48760,48801,48841,48881,48809,48738,48666,48595,48523,48404,48284,48165,48045,47926,47729,47532,47335,47138,46941,46729,46516,46304,46091,45879,45645,45411,45176,44942,44708,44452,44195,43939,43682,43426,43158,42889,42621,42352,42084
17212,"Nonoichi-shi, Ishikawa","石川県 野々市市",31817,32670,33522,34375,35227,36080,36818,37556,38293,39031,39769,40404,41039,41675,42310,42945,43472,43999,44527,45054,45581,46060,46539,47019,47498,47977,48759,49540,50322,51103,51885,52528,53171,53813,54456,55099,55527,55955,56382,56810,57238,57527,57815,58104,58392,58681,58719,58758,58796,58835,58873,58818,58762,58707,58651,58596,58432,58268,58104,57940,57776,57537,57297,57058,56818,56579,56335,56091,55848,55604,55360
17324,"Nomi-gun, Kawakita-machi, Ishikawa","石川県 能美郡 川北町",4256,4259,4262,4265,4268,4271,4328,4384,4441,4497,4554,4546,4538,4530,4522,4514,4596,4677,4759,4840,4922,5073,5224,5375,5526,5677,5771,5865,5959,6053,6147,6187,6227,6267,6307,6347,6305,6262,6220,6177,6135,6114,6093,6071,6050,6029,6009,5989,5969,5949,5929,5907,5885,5863,5841,5819,5795,5770,5746,5721,5697,5668,5640,5611,5583,5554,5527,5500,5472,5445,5418
17361,"Kahoku-gun, Tsubata-machi, Ishikawa","石川県 河北郡 津幡町",23682,23864,24046,24227,24409,24591,24888,25186,25483,25781,26078,26926,27774,28622,29470,30318,31115,31912,32710,33507,34304,34586,34867,35149,35430,35712,35958,36203,36449,36694,36940,36946,36951,36957,36962,36968,36966,36964,36961,36959,36957,36896,36835,36773,36712,36651,36532,36413,36295,36176,36057,35913,35768,35624,35479,35335,35147,34958,34770,34581,34393,34176,33959,33742,33525,33308,33056,32805,32553,32302,32050
17365,"Kahoku-gun, Uchinada-machi, Ishikawa","石川県 河北郡 内灘町",20814,21258,21701,22145,22588,23032,23363,23694,24026,24357,24688,25024,25360,25695,26031,26367,26406,26444,26483,26521,26560,26627,26694,26762,26829,26896,26902,26908,26915,26921,26927,26939,26951,26963,26975,26987,26904,26822,26739,26657,26574,26446,26318,26190,26062,25934,25750,25566,25383,25199,25015,24814,24612,24411,24209,24008,23786,23564,23342,23120,22898,22662,22426,22189,21953,21717,21487,21257,21026,20796,20566
17384,"Hakui-gun, Shika-machi, Ishikawa","石川県 羽咋郡 志賀町",30636,30474,30313,30151,29990,29828,29619,29410,29200,28991,28782,28419,28055,27692,27328,26965,26651,26337,26024,25710,25396,25075,24754,24432,24111,23790,23475,23160,22846,22531,22216,21857,21498,21140,20781,20422,20064,19705,19347,18988,18630,18241,17852,17463,17074,16685,16333,15982,15630,15279,14927,14586,14245,13904,13563,13222,12896,12570,12244,11918,11592,11291,10990,10690,10389,10088,9818,9549,9279,9010,8740
17386,"Hakui-gun, Hodatsushimizu-cho, Ishikawa","石川県 羽咋郡 宝達志水町",17115,17153,17191,17230,17268,17306,17224,17142,17061,16979,16897,16799,16702,16604,16507,16409,16305,16202,16098,15995,15891,15760,15629,15498,15367,15236,15044,14852,14661,14469,14277,14056,13836,13615,13395,13174,12963,12753,12542,12332,12121,11911,11701,11490,11280,11070,10866,10662,10458,10254,10050,9849,9648,9446,9245,9044,8847,8650,8452,8255,8058,7868,7679,7489,7300,7110,6937,6764,6591,6418,6245
17407,"Kashima-gun, Nakanoto-machi, Ishikawa","石川県 鹿島郡 中能登町",22475,22392,22308,22225,22141,22058,21782,21506,21230,20954,20678,20486,20293,20101,19908,19716,19603,19489,19376,19262,19149,19111,19073,19035,18997,18959,18874,18789,18705,18620,18535,18342,18149,17957,17764,17571,17365,17159,16952,16746,16540,16278,16017,15755,15494,15232,15011,14791,14570,14350,14129,13915,13700,13486,13271,13057,12848,12639,12429,12220,12011,11821,11632,11442,11253,11063,10884,10704,10525,10345,10166
17461,"Hosu-gun, Anamizu-machi, Ishikawa","石川県 鳳珠郡 穴水町",14044,13948,13852,13757,13661,13565,13418,13271,13125,12978,12831,12675,12520,12364,12209,12053,11896,11739,11581,11424,11267,11123,10980,10836,10693,10549,10386,10223,10061,9898,9735,9545,9355,9166,8976,8786,8607,8428,8248,8069,7890,7733,7576,7418,7261,7104,6953,6802,6650,6499,6348,6208,6069,5929,5790,5650,5513,5376,5239,5102,4965,4834,4703,4573,4442,4311,4195,4078,3962,3845,3729
